# FEs,APMTO,MFEA,MFEA-DGD,AEMTO,MKTDE,OTMTO,BLKT-DE
0,412428031.801176,375009710.294319,419143234.962646,654814110.457105,509678987.395283,654814110.457105,408406700.884381
2,30492778.8127802,25054024.2696839,48256027.8767781,106001937.42084,77490321.6803278,118650717.042538,94434664.8262143
4,9582698.86294158,15746360.5567246,44773283.8343949,65027505.41949,65215624.671752,93797653.473214,73442598.0005668
6,4365567.59010741,11495713.4451734,43554326.0201315,50372693.063788,53116863.6650937,73568495.895749,60735217.444049
8,2698684.97753456,9675194.26382622,42923327.1972863,45310553.204925,47725320.2111888,65320156.915967,53391303.7426113
10,1970006.18560776,8487407.32238198,42454804.5294512,40186996.526251,44289022.3718989,57133078.435527,49580997.8567239
12,1576421.54188296,7713388.07591442,42259844.9783886,35122084.510159,41643665.9831153,52485053.164933,41351445.1640197
14,1300550.10111698,7180809.84121676,42000523.1936366,31065585.191996,40073454.1349548,48212103.436234,38424246.9840942
16,1061334.80854294,6615557.59606866,41836775.5828166,27560905.787515,39080496.7716282,46829383.600279,34817763.6752606
18,886088.206549213,6151748.12066357,41721350.0361252,27414144.712607,38400882.855757,45647990.641412,30769232.3020161
20,773620.847287411,5852654.49845472,41605434.1024574,24701808.475404,37316383.9694164,41926735.59137,28708272.2660346
22,685029.148948114,5509132.40131203,41507494.9435664,23336017.48442,37009979.4594977,41228972.540721,24895289.479165
24,606985.453648066,5220587.71035806,41471402.6695521,22413429.089431,35962362.1592339,39416005.071883,24098839.3610611
26,538356.112974229,5016799.23198273,41417799.4081478,20006223.501377,34797341.2373381,37165910.058389,20096865.1755605
28,498325.271720839,4811160.59471254,41389712.4749742,18637715.463304,34486593.8416759,36641698.555028,18127284.6187513
30,462274.104045114,4640787.84412153,41349730.7349841,17885457.348612,34473435.5253342,35035996.772913,17476571.0172273
32,429607.322704153,4463657.2098681,41319175.3584397,17522050.76521,32812254.6377429,35035996.772913,16058662.1776694
34,399675.384276311,4326371.49915968,41286519.579569,17165439.689181,32275138.2363556,34260722.913168,14331491.718494
36,368634.792894679,4195859.37622944,41260576.4640867,16091224.507891,31743108.4358309,33606977.14244,13126160.7284879
38,340171.54599639,4073295.8344619,41236213.955915,14964452.709134,30937698.406012,32465146.33656,12062769.4461144
40,321745.098321941,3959249.93842918,41209026.59502,14090508.640905,30793850.6877849,32388101.627231,11173894.4935416
42,301286.207744407,3840824.2716099,41176391.4262479,13924210.694563,30510237.2197811,31996507.923443,10454256.7333233
44,283145.550019103,3759089.71083445,41164993.198501,13676384.585609,29563257.0350237,31043463.132681,9358484.12526367
46,268974.559876135,3658507.0343521,41149898.3812389,13369578.991621,28826815.2958835,30990048.536232,8619770.42392397
48,258113.288763485,3581238.28540579,41132498.6926523,13366560.523644,28503759.645746,30617020.111624,7881884.42355034
50,247204.840948972,3493207.07875443,41114261.3448953,13068957.421793,27591116.6724976,30539532.345248,7087967.93468099
52,238059.803363655,3405320.82009708,41099612.1425744,12845347.789607,27159728.7269316,28006450.916351,6280488.13045937
54,229308.962906058,3324820.4087371,41087148.544944,12478354.128022,26921332.9604229,28006450.916351,5616944.88986306
56,221165.834726898,3266946.79423499,41074606.5685615,12230110.396383,26214108.4968771,27688366.339716,5094452.66820279
58,211564.371993048,3203647.69658222,41057204.5596621,12133425.12495,25813305.0691262,27449778.855795,4623991.54651234
60,203535.484443453,3140161.65152956,41044220.514236,12133425.12495,25591455.2242249,26457067.522813,4173134.41879619
62,196073.905183893,3065232.36259777,41034209.5171902,11826687.281449,24763170.8792168,25839494.398346,3861484.74671804
64,188204.283799024,3012420.73072659,41017585.2835115,11608649.019864,24687626.1178655,25839494.398346,3691625.67626281
66,180148.945014587,2965948.10272117,41009041.2837874,11019664.645199,24178715.3049092,25526383.073595,3377611.45806313
68,173480.727521239,2917624.44534351,40998427.2619884,10252778.715476,23702045.3108657,25156106.936483,3230585.32476445
70,166450.118538201,2878024.27033169,40989505.378159,10252778.715476,23702045.3108657,24981647.653813,2981365.96158363
72,159841.776623324,2834088.98697808,40973787.9312855,10235522.097398,23031633.1209318,24981647.653813,2822772.23400093
74,152323.878876883,2792093.0332903,40965019.2875252,10189877.862085,22494043.9541958,24077268.946352,2665475.5150097
76,145992.906141902,2741336.16144679,40956482.6565907,10162572.096648,21783068.8771451,24077268.946352,2578289.59603612
78,140131.103024088,2698557.67402566,40946734.4868653,9877226.415741,21783068.8771451,23130738.803748,2465979.61554088
80,135799.19604014,2660416.31867196,40937767.073341,9876346.476482,21748733.2206573,22633964.629015,2348710.67371774
82,131483.708551935,2629716.44915958,40928245.4448362,9774291.450337,21683481.1297916,22486686.278811,2258041.16467567
84,127058.491033859,2602508.01951362,40920209.5054008,9674082.077576,21274249.263608,22271534.490299,2230517.34645561
86,123410.025656887,2560103.03398946,40911379.652923,9505832.604906,21272011.3073807,22131320.282167,2185860.39584666
88,119764.128419068,2524438.82094982,40904376.1837028,9497945.055745,21272011.3073807,22080938.020399,2105098.65500562
90,116037.233005006,2490439.24127263,40895689.9421745,9370423.610914,21272011.3073807,22080938.020399,2076721.87443409
92,113236.091162169,2447014.94362168,40888276.2566767,9351093.844159,21272011.3073807,22053446.420643,2056977.74217387
94,110604.789521291,2403905.74569951,40881627.0183471,9227941.795692,21272011.3073807,21818467.804217,1964553.78871279
96,108472.801005284,2373648.29356285,40875150.1909825,9227941.795692,21272011.3073807,20952711.763357,1888105.17516405
98,106071.546364689,2348515.6643408,40867252.0589859,9227941.795692,21272011.3073807,20952711.763357,1831614.17646016
100,103994.939809462,2325509.11613918,40861052.4862633,9227941.795692,21084916.4268758,20928761.421139,1793136.51945629
